汉字,笔顺,名称,UCS,image_paths
凶,3 4 5 2,145,051F6,"pic/noto_serif/凶.png,pic/source_han_sans/凶.png,pic/AlibabaPuHuiTi/凶.png,pic/kaiti/凶.png,pic/hanyi_senty_wen/凶.png"
分,3 4 5 3,146,05206,"pic/noto_serif/分.png,pic/source_han_sans/分.png,pic/AlibabaPuHuiTi/分.png,pic/kaiti/分.png,pic/hanyi_senty_wen/分.png"
乏,3 4 5 4,147,04E4F,"pic/noto_serif/乏.png,pic/source_han_sans/乏.png,pic/AlibabaPuHuiTi/乏.png,pic/kaiti/乏.png,pic/hanyi_senty_wen/乏.png"
公,3 4 5 4,148,0516C,"pic/noto_serif/公.png,pic/source_han_sans/公.png,pic/AlibabaPuHuiTi/公.png,pic/kaiti/公.png,pic/hanyi_senty_wen/公.png"
仓,3 4 5 5,149,04ED3,"pic/noto_serif/仓.png,pic/source_han_sans/仓.png,pic/AlibabaPuHuiTi/仓.png,pic/kaiti/仓.png,pic/hanyi_senty_wen/仓.png"
月,3 5 1 1,150,06708,"pic/noto_serif/月.png,pic/source_han_sans/月.png,pic/AlibabaPuHuiTi/月.png,pic/kaiti/月.png,pic/hanyi_senty_wen/月.png"
氏,3 5 1 5,151,06C0F,"pic/noto_serif/氏.png,pic/source_han_sans/氏.png,pic/AlibabaPuHuiTi/氏.png,pic/kaiti/氏.png,pic/hanyi_senty_wen/氏.png"
勿,3 5 3 3,152,052FF,"pic/noto_serif/勿.png,pic/source_han_sans/勿.png,pic/AlibabaPuHuiTi/勿.png,pic/kaiti/勿.png,pic/hanyi_senty_wen/勿.png"
欠,3 5 3 4,153,06B20,"pic/noto_serif/欠.png,pic/source_han_sans/欠.png,pic/AlibabaPuHuiTi/欠.png,pic/kaiti/欠.png,pic/hanyi_senty_wen/欠.png"
风,3 5 3 4,154,098CE,"pic/noto_serif/风.png,pic/source_han_sans/风.png,pic/AlibabaPuHuiTi/风.png,pic/kaiti/风.png,pic/hanyi_senty_wen/风.png"
丹,3 5 4 1,155,04E39,"pic/noto_serif/丹.png,pic/source_han_sans/丹.png,pic/AlibabaPuHuiTi/丹.png,pic/kaiti/丹.png,pic/hanyi_senty_wen/丹.png"
匀,3 5 4 1,156,05300,"pic/noto_serif/匀.png,pic/source_han_sans/匀.png,pic/AlibabaPuHuiTi/匀.png,pic/kaiti/匀.png,pic/hanyi_senty_wen/匀.png"
乌,3 5 5 1,157,04E4C,"pic/noto_serif/乌.png,pic/source_han_sans/乌.png,pic/AlibabaPuHuiTi/乌.png,pic/kaiti/乌.png,pic/hanyi_senty_wen/乌.png"
勾,3 5 5 4,158,052FE,"pic/noto_serif/勾.png,pic/source_han_sans/勾.png,pic/AlibabaPuHuiTi/勾.png,pic/kaiti/勾.png,pic/hanyi_senty_wen/勾.png"
凤,3 5 5 4,159,051E4,"pic/noto_serif/凤.png,pic/source_han_sans/凤.png,pic/AlibabaPuHuiTi/凤.png,pic/kaiti/凤.png,pic/hanyi_senty_wen/凤.png"
六,4 1 3 4,160,0516D,"pic/noto_serif/六.png,pic/source_han_sans/六.png,pic/AlibabaPuHuiTi/六.png,pic/kaiti/六.png,pic/hanyi_senty_wen/六.png"
文,4 1 3 4,161,06587,"pic/noto_serif/文.png,pic/source_han_sans/文.png,pic/AlibabaPuHuiTi/文.png,pic/kaiti/文.png,pic/hanyi_senty_wen/文.png"
亢,4 1 3 5,162,04EA2,"pic/noto_serif/亢.png,pic/source_han_sans/亢.png,pic/AlibabaPuHuiTi/亢.png,pic/kaiti/亢.png,pic/hanyi_senty_wen/亢.png"
方,4 1 5 3,163,065B9,"pic/noto_serif/方.png,pic/source_han_sans/方.png,pic/AlibabaPuHuiTi/方.png,pic/kaiti/方.png,pic/hanyi_senty_wen/方.png"
火,4 3 3 4,164,0706B,"pic/noto_serif/火.png,pic/source_han_sans/火.png,pic/AlibabaPuHuiTi/火.png,pic/kaiti/火.png,pic/hanyi_senty_wen/火.png"
为,4 3 5 4,165,04E3A,"pic/noto_serif/为.png,pic/source_han_sans/为.png,pic/AlibabaPuHuiTi/为.png,pic/kaiti/为.png,pic/hanyi_senty_wen/为.png"
斗,4 4 1 2,166,06597,"pic/noto_serif/斗.png,pic/source_han_sans/斗.png,pic/AlibabaPuHuiTi/斗.png,pic/kaiti/斗.png,pic/hanyi_senty_wen/斗.png"
忆,4 4 2 5,167,05FC6,"pic/noto_serif/忆.png,pic/source_han_sans/忆.png,pic/AlibabaPuHuiTi/忆.png,pic/kaiti/忆.png,pic/hanyi_senty_wen/忆.png"
计,4 5 1 2,168,08BA1,"pic/noto_serif/计.png,pic/source_han_sans/计.png,pic/AlibabaPuHuiTi/计.png,pic/kaiti/计.png,pic/hanyi_senty_wen/计.png"
订,4 5 1 2,169,08BA2,"pic/noto_serif/订.png,pic/source_han_sans/订.png,pic/AlibabaPuHuiTi/订.png,pic/kaiti/订.png,pic/hanyi_senty_wen/订.png"
户,4 5 1 3,170,06237,"pic/noto_serif/户.png,pic/source_han_sans/户.png,pic/AlibabaPuHuiTi/户.png,pic/kaiti/户.png,pic/hanyi_senty_wen/户.png"
认,4 5 3 4,171,08BA4,"pic/noto_serif/认.png,pic/source_han_sans/认.png,pic/AlibabaPuHuiTi/认.png,pic/kaiti/认.png,pic/hanyi_senty_wen/认.png"
冗,4 5 3 5,172,05197,"pic/noto_serif/冗.png,pic/source_han_sans/冗.png,pic/AlibabaPuHuiTi/冗.png,pic/kaiti/冗.png,pic/hanyi_senty_wen/冗.png"
讥,4 5 3 5,173,08BA5,"pic/noto_serif/讥.png,pic/source_han_sans/讥.png,pic/AlibabaPuHuiTi/讥.png,pic/kaiti/讥.png,pic/hanyi_senty_wen/讥.png"
心,4 5 4 4,174,05FC3,"pic/noto_serif/心.png,pic/source_han_sans/心.png,pic/AlibabaPuHuiTi/心.png,pic/kaiti/心.png,pic/hanyi_senty_wen/心.png"
尺,5 1 3 4,175,05C3A,"pic/noto_serif/尺.png,pic/source_han_sans/尺.png,pic/AlibabaPuHuiTi/尺.png,pic/kaiti/尺.png,pic/hanyi_senty_wen/尺.png"
引,5 1 5 2,176,05F15,"pic/noto_serif/引.png,pic/source_han_sans/引.png,pic/AlibabaPuHuiTi/引.png,pic/kaiti/引.png,pic/hanyi_senty_wen/引.png"
丑,5 2 1 1,177,04E11,"pic/noto_serif/丑.png,pic/source_han_sans/丑.png,pic/AlibabaPuHuiTi/丑.png,pic/kaiti/丑.png,pic/hanyi_senty_wen/丑.png"
巴,5 2 1 5,178,05DF4,"pic/noto_serif/巴.png,pic/source_han_sans/巴.png,pic/AlibabaPuHuiTi/巴.png,pic/kaiti/巴.png,pic/hanyi_senty_wen/巴.png"
孔,5 2 1 5,179,05B54,"pic/noto_serif/孔.png,pic/source_han_sans/孔.png,pic/AlibabaPuHuiTi/孔.png,pic/kaiti/孔.png,pic/hanyi_senty_wen/孔.png"
队,5 2 3 4,180,0961F,"pic/noto_serif/队.png,pic/source_han_sans/队.png,pic/AlibabaPuHuiTi/队.png,pic/kaiti/队.png,pic/hanyi_senty_wen/队.png"
办,5 3 4 4,181,0529E,"pic/noto_serif/办.png,pic/source_han_sans/办.png,pic/AlibabaPuHuiTi/办.png,pic/kaiti/办.png,pic/hanyi_senty_wen/办.png"
以,5 4 3 4,182,04EE5,"pic/noto_serif/以.png,pic/source_han_sans/以.png,pic/AlibabaPuHuiTi/以.png,pic/kaiti/以.png,pic/hanyi_senty_wen/以.png"
允,5 4 3 5,183,05141,"pic/noto_serif/允.png,pic/source_han_sans/允.png,pic/AlibabaPuHuiTi/允.png,pic/kaiti/允.png,pic/hanyi_senty_wen/允.png"
予,5 4 5 2,184,04E88,"pic/noto_serif/予.png,pic/source_han_sans/予.png,pic/AlibabaPuHuiTi/予.png,pic/kaiti/予.png,pic/hanyi_senty_wen/予.png"
邓,5 4 5 2,185,09093,"pic/noto_serif/邓.png,pic/source_han_sans/邓.png,pic/AlibabaPuHuiTi/邓.png,pic/kaiti/邓.png,pic/hanyi_senty_wen/邓.png"
劝,5 4 5 3,186,0529D,"pic/noto_serif/劝.png,pic/source_han_sans/劝.png,pic/AlibabaPuHuiTi/劝.png,pic/kaiti/劝.png,pic/hanyi_senty_wen/劝.png"
双,5 4 5 4,187,053CC,"pic/noto_serif/双.png,pic/source_han_sans/双.png,pic/AlibabaPuHuiTi/双.png,pic/kaiti/双.png,pic/hanyi_senty_wen/双.png"
书,5 5 2 4,188,04E66,"pic/noto_serif/书.png,pic/source_han_sans/书.png,pic/AlibabaPuHuiTi/书.png,pic/kaiti/书.png,pic/hanyi_senty_wen/书.png"
幻,5 5 4 5,189,05E7B,"pic/noto_serif/幻.png,pic/source_han_sans/幻.png,pic/AlibabaPuHuiTi/幻.png,pic/kaiti/幻.png,pic/hanyi_senty_wen/幻.png"
玉,1 1 2 1 4,190,07389,"pic/noto_serif/玉.png,pic/source_han_sans/玉.png,pic/AlibabaPuHuiTi/玉.png,pic/kaiti/玉.png,pic/hanyi_senty_wen/玉.png"
刊,1 1 2 2 2,191,0520A,"pic/noto_serif/刊.png,pic/source_han_sans/刊.png,pic/AlibabaPuHuiTi/刊.png,pic/kaiti/刊.png,pic/hanyi_senty_wen/刊.png"
未,1 1 2 3 4,192,0672A,"pic/noto_serif/未.png,pic/source_han_sans/未.png,pic/AlibabaPuHuiTi/未.png,pic/kaiti/未.png,pic/hanyi_senty_wen/未.png"
末,1 1 2 3 4,193,0672B,"pic/noto_serif/末.png,pic/source_han_sans/末.png,pic/AlibabaPuHuiTi/末.png,pic/kaiti/末.png,pic/hanyi_senty_wen/末.png"
示,1 1 2 3 4,194,0793A,"pic/noto_serif/示.png,pic/source_han_sans/示.png,pic/AlibabaPuHuiTi/示.png,pic/kaiti/示.png,pic/hanyi_senty_wen/示.png"
击,1 1 2 5 2,195,051FB,"pic/noto_serif/击.png,pic/source_han_sans/击.png,pic/AlibabaPuHuiTi/击.png,pic/kaiti/击.png,pic/hanyi_senty_wen/击.png"
打,1 2 1 1 2,196,06253,"pic/noto_serif/打.png,pic/source_han_sans/打.png,pic/AlibabaPuHuiTi/打.png,pic/kaiti/打.png,pic/hanyi_senty_wen/打.png"
巧,1 2 1 1 5,197,05DE7,"pic/noto_serif/巧.png,pic/source_han_sans/巧.png,pic/AlibabaPuHuiTi/巧.png,pic/kaiti/巧.png,pic/hanyi_senty_wen/巧.png"
正,1 2 1 2 1,198,06B63,"pic/noto_serif/正.png,pic/source_han_sans/正.png,pic/AlibabaPuHuiTi/正.png,pic/kaiti/正.png,pic/hanyi_senty_wen/正.png"
扑,1 2 1 2 4,199,06251,"pic/noto_serif/扑.png,pic/source_han_sans/扑.png,pic/AlibabaPuHuiTi/扑.png,pic/kaiti/扑.png,pic/hanyi_senty_wen/扑.png"
卉,1 2 1 3 2,200,05349,"pic/noto_serif/卉.png,pic/source_han_sans/卉.png,pic/AlibabaPuHuiTi/卉.png,pic/kaiti/卉.png,pic/hanyi_senty_wen/卉.png"
扒,1 2 1 3 4,201,06252,"pic/noto_serif/扒.png,pic/source_han_sans/扒.png,pic/AlibabaPuHuiTi/扒.png,pic/kaiti/扒.png,pic/hanyi_senty_wen/扒.png"
功,1 2 1 5 3,202,0529F,"pic/noto_serif/功.png,pic/source_han_sans/功.png,pic/AlibabaPuHuiTi/功.png,pic/kaiti/功.png,pic/hanyi_senty_wen/功.png"
扔,1 2 1 5 3,203,06254,"pic/noto_serif/扔.png,pic/source_han_sans/扔.png,pic/AlibabaPuHuiTi/扔.png,pic/kaiti/扔.png,pic/hanyi_senty_wen/扔.png"
去,1 2 1 5 4,204,053BB,"pic/noto_serif/去.png,pic/source_han_sans/去.png,pic/AlibabaPuHuiTi/去.png,pic/kaiti/去.png,pic/hanyi_senty_wen/去.png"
甘,1 2 2 1 1,205,07518,"pic/noto_serif/甘.png,pic/source_han_sans/甘.png,pic/AlibabaPuHuiTi/甘.png,pic/kaiti/甘.png,pic/hanyi_senty_wen/甘.png"
世,1 2 2 1 5,206,04E16,"pic/noto_serif/世.png,pic/source_han_sans/世.png,pic/AlibabaPuHuiTi/世.png,pic/kaiti/世.png,pic/hanyi_senty_wen/世.png"
艾,1 2 2 3 4,207,0827E,"pic/noto_serif/艾.png,pic/source_han_sans/艾.png,pic/AlibabaPuHuiTi/艾.png,pic/kaiti/艾.png,pic/hanyi_senty_wen/艾.png"
古,1 2 2 5 1,208,053E4,"pic/noto_serif/古.png,pic/source_han_sans/古.png,pic/AlibabaPuHuiTi/古.png,pic/kaiti/古.png,pic/hanyi_senty_wen/古.png"
节,1 2 2 5 2,209,08282,"pic/noto_serif/节.png,pic/source_han_sans/节.png,pic/AlibabaPuHuiTi/节.png,pic/kaiti/节.png,pic/hanyi_senty_wen/节.png"
本,1 2 3 4 1,210,0672C,"pic/noto_serif/本.png,pic/source_han_sans/本.png,pic/AlibabaPuHuiTi/本.png,pic/kaiti/本.png,pic/hanyi_senty_wen/本.png"
术,1 2 3 4 4,211,0672F,"pic/noto_serif/术.png,pic/source_han_sans/术.png,pic/AlibabaPuHuiTi/术.png,pic/kaiti/术.png,pic/hanyi_senty_wen/术.png"
可,1 2 5 1 2,212,053EF,"pic/noto_serif/可.png,pic/source_han_sans/可.png,pic/AlibabaPuHuiTi/可.png,pic/kaiti/可.png,pic/hanyi_senty_wen/可.png"
丙,1 2 5 3 4,213,04E19,"pic/noto_serif/丙.png,pic/source_han_sans/丙.png,pic/AlibabaPuHuiTi/丙.png,pic/kaiti/丙.png,pic/hanyi_senty_wen/丙.png"
左,1 3 1 2 1,214,05DE6,"pic/noto_serif/左.png,pic/source_han_sans/左.png,pic/AlibabaPuHuiTi/左.png,pic/kaiti/左.png,pic/hanyi_senty_wen/左.png"
厉,1 3 1 5 3,215,05389,"pic/noto_serif/厉.png,pic/source_han_sans/厉.png,pic/AlibabaPuHuiTi/厉.png,pic/kaiti/厉.png,pic/hanyi_senty_wen/厉.png"
石,1 3 2 5 1,216,077F3,"pic/noto_serif/石.png,pic/source_han_sans/石.png,pic/AlibabaPuHuiTi/石.png,pic/kaiti/石.png,pic/hanyi_senty_wen/石.png"
右,1 3 2 5 1,217,053F3,"pic/noto_serif/右.png,pic/source_han_sans/右.png,pic/AlibabaPuHuiTi/右.png,pic/kaiti/右.png,pic/hanyi_senty_wen/右.png"
布,1 3 2 5 2,218,05E03,"pic/noto_serif/布.png,pic/source_han_sans/布.png,pic/AlibabaPuHuiTi/布.png,pic/kaiti/布.png,pic/hanyi_senty_wen/布.png"
夯,1 3 4 5 3,219,0592F,"pic/noto_serif/夯.png,pic/source_han_sans/夯.png,pic/AlibabaPuHuiTi/夯.png,pic/kaiti/夯.png,pic/hanyi_senty_wen/夯.png"
戊,1 3 5 3 4,220,0620A,"pic/noto_serif/戊.png,pic/source_han_sans/戊.png,pic/AlibabaPuHuiTi/戊.png,pic/kaiti/戊.png,pic/hanyi_senty_wen/戊.png"
龙,1 3 5 3 4,221,09F99,"pic/noto_serif/龙.png,pic/source_han_sans/龙.png,pic/AlibabaPuHuiTi/龙.png,pic/kaiti/龙.png,pic/hanyi_senty_wen/龙.png"
平,1 4 3 1 2,222,05E73,"pic/noto_serif/平.png,pic/source_han_sans/平.png,pic/AlibabaPuHuiTi/平.png,pic/kaiti/平.png,pic/hanyi_senty_wen/平.png"
灭,1 4 3 3 4,223,0706D,"pic/noto_serif/灭.png,pic/source_han_sans/灭.png,pic/AlibabaPuHuiTi/灭.png,pic/kaiti/灭.png,pic/hanyi_senty_wen/灭.png"
轧,1 5 2 1 5,224,08F67,"pic/noto_serif/轧.png,pic/source_han_sans/轧.png,pic/AlibabaPuHuiTi/轧.png,pic/kaiti/轧.png,pic/hanyi_senty_wen/轧.png"
东,1 5 2 3 4,225,04E1C,"pic/noto_serif/东.png,pic/source_han_sans/东.png,pic/AlibabaPuHuiTi/东.png,pic/kaiti/东.png,pic/hanyi_senty_wen/东.png"
卡,2 1 1 2 4,226,05361,"pic/noto_serif/卡.png,pic/source_han_sans/卡.png,pic/AlibabaPuHuiTi/卡.png,pic/kaiti/卡.png,pic/hanyi_senty_wen/卡.png"
北,2 1 1 3 5,227,05317,"pic/noto_serif/北.png,pic/source_han_sans/北.png,pic/AlibabaPuHuiTi/北.png,pic/kaiti/北.png,pic/hanyi_senty_wen/北.png"
占,2 1 2 5 1,228,05360,"pic/noto_serif/占.png,pic/source_han_sans/占.png,pic/AlibabaPuHuiTi/占.png,pic/kaiti/占.png,pic/hanyi_senty_wen/占.png"
凸,2 1 2 5 1,229,051F8,"pic/noto_serif/凸.png,pic/source_han_sans/凸.png,pic/AlibabaPuHuiTi/凸.png,pic/kaiti/凸.png,pic/hanyi_senty_wen/凸.png"
卢,2 1 5 1 3,230,05362,"pic/noto_serif/卢.png,pic/source_han_sans/卢.png,pic/AlibabaPuHuiTi/卢.png,pic/kaiti/卢.png,pic/hanyi_senty_wen/卢.png"
业,2 2 4 3 1,231,04E1A,"pic/noto_serif/业.png,pic/source_han_sans/业.png,pic/AlibabaPuHuiTi/业.png,pic/kaiti/业.png,pic/hanyi_senty_wen/业.png"
旧,2 2 5 1 1,232,065E7,"pic/noto_serif/旧.png,pic/source_han_sans/旧.png,pic/AlibabaPuHuiTi/旧.png,pic/kaiti/旧.png,pic/hanyi_senty_wen/旧.png"
帅,2 3 2 5 2,233,05E05,"pic/noto_serif/帅.png,pic/source_han_sans/帅.png,pic/AlibabaPuHuiTi/帅.png,pic/kaiti/帅.png,pic/hanyi_senty_wen/帅.png"
归,2 3 5 1 1,234,05F52,"pic/noto_serif/归.png,pic/source_han_sans/归.png,pic/AlibabaPuHuiTi/归.png,pic/kaiti/归.png,pic/hanyi_senty_wen/归.png"
旦,2 5 1 1 1,235,065E6,"pic/noto_serif/旦.png,pic/source_han_sans/旦.png,pic/AlibabaPuHuiTi/旦.png,pic/kaiti/旦.png,pic/hanyi_senty_wen/旦.png"
目,2 5 1 1 1,236,076EE,"pic/noto_serif/目.png,pic/source_han_sans/目.png,pic/AlibabaPuHuiTi/目.png,pic/kaiti/目.png,pic/hanyi_senty_wen/目.png"
且,2 5 1 1 1,237,04E14,"pic/noto_serif/且.png,pic/source_han_sans/且.png,pic/AlibabaPuHuiTi/且.png,pic/kaiti/且.png,pic/hanyi_senty_wen/且.png"
叶,2 5 1 1 2,238,053F6,"pic/noto_serif/叶.png,pic/source_han_sans/叶.png,pic/AlibabaPuHuiTi/叶.png,pic/kaiti/叶.png,pic/hanyi_senty_wen/叶.png"
甲,2 5 1 1 2,239,07532,"pic/noto_serif/甲.png,pic/source_han_sans/甲.png,pic/AlibabaPuHuiTi/甲.png,pic/kaiti/甲.png,pic/hanyi_senty_wen/甲.png"
申,2 5 1 1 2,240,07533,"pic/noto_serif/申.png,pic/source_han_sans/申.png,pic/AlibabaPuHuiTi/申.png,pic/kaiti/申.png,pic/hanyi_senty_wen/申.png"
叮,2 5 1 1 2,241,053EE,"pic/noto_serif/叮.png,pic/source_han_sans/叮.png,pic/AlibabaPuHuiTi/叮.png,pic/kaiti/叮.png,pic/hanyi_senty_wen/叮.png"
电,2 5 1 1 5,242,07535,"pic/noto_serif/电.png,pic/source_han_sans/电.png,pic/AlibabaPuHuiTi/电.png,pic/kaiti/电.png,pic/hanyi_senty_wen/电.png"
号,2 5 1 1 5,243,053F7,"pic/noto_serif/号.png,pic/source_han_sans/号.png,pic/AlibabaPuHuiTi/号.png,pic/kaiti/号.png,pic/hanyi_senty_wen/号.png"
田,2 5 1 2 1,244,07530,"pic/noto_serif/田.png,pic/source_han_sans/田.png,pic/AlibabaPuHuiTi/田.png,pic/kaiti/田.png,pic/hanyi_senty_wen/田.png"
由,2 5 1 2 1,245,07531,"pic/noto_serif/由.png,pic/source_han_sans/由.png,pic/AlibabaPuHuiTi/由.png,pic/kaiti/由.png,pic/hanyi_senty_wen/由.png"
只,2 5 1 3 4,246,053EA,"pic/noto_serif/只.png,pic/source_han_sans/只.png,pic/AlibabaPuHuiTi/只.png,pic/kaiti/只.png,pic/hanyi_senty_wen/只.png"
叭,2 5 1 3 4,247,053ED,"pic/noto_serif/叭.png,pic/source_han_sans/叭.png,pic/AlibabaPuHuiTi/叭.png,pic/kaiti/叭.png,pic/hanyi_senty_wen/叭.png"
史,2 5 1 3 4,248,053F2,"pic/noto_serif/史.png,pic/source_han_sans/史.png,pic/AlibabaPuHuiTi/史.png,pic/kaiti/史.png,pic/hanyi_senty_wen/史.png"
央,2 5 1 3 4,249,0592E,"pic/noto_serif/央.png,pic/source_han_sans/央.png,pic/AlibabaPuHuiTi/央.png,pic/kaiti/央.png,pic/hanyi_senty_wen/央.png"
兄,2 5 1 3 5,250,05144,"pic/noto_serif/兄.png,pic/source_han_sans/兄.png,pic/AlibabaPuHuiTi/兄.png,pic/kaiti/兄.png,pic/hanyi_senty_wen/兄.png"
叽,2 5 1 3 5,251,053FD,"pic/noto_serif/叽.png,pic/source_han_sans/叽.png,pic/AlibabaPuHuiTi/叽.png,pic/kaiti/叽.png,pic/hanyi_senty_wen/叽.png"
叼,2 5 1 5 1,252,053FC,"pic/noto_serif/叼.png,pic/source_han_sans/叼.png,pic/AlibabaPuHuiTi/叼.png,pic/kaiti/叼.png,pic/hanyi_senty_wen/叼.png"
叫,2 5 1 5 2,253,053EB,"pic/noto_serif/叫.png,pic/source_han_sans/叫.png,pic/AlibabaPuHuiTi/叫.png,pic/kaiti/叫.png,pic/hanyi_senty_wen/叫.png"
叩,2 5 1 5 2,254,053E9,"pic/noto_serif/叩.png,pic/source_han_sans/叩.png,pic/AlibabaPuHuiTi/叩.png,pic/kaiti/叩.png,pic/hanyi_senty_wen/叩.png"
叨,2 5 1 5 3,255,053E8,"pic/noto_serif/叨.png,pic/source_han_sans/叨.png,pic/AlibabaPuHuiTi/叨.png,pic/kaiti/叨.png,pic/hanyi_senty_wen/叨.png"
另,2 5 1 5 3,256,053E6,"pic/noto_serif/另.png,pic/source_han_sans/另.png,pic/AlibabaPuHuiTi/另.png,pic/kaiti/另.png,pic/hanyi_senty_wen/另.png"
叹,2 5 1 5 4,257,053F9,"pic/noto_serif/叹.png,pic/source_han_sans/叹.png,pic/AlibabaPuHuiTi/叹.png,pic/kaiti/叹.png,pic/hanyi_senty_wen/叹.png"
冉,2 5 2 1 1,258,05189,"pic/noto_serif/冉.png,pic/source_han_sans/冉.png,pic/AlibabaPuHuiTi/冉.png,pic/kaiti/冉.png,pic/hanyi_senty_wen/冉.png"
皿,2 5 2 2 1,259,076BF,"pic/noto_serif/皿.png,pic/source_han_sans/皿.png,pic/AlibabaPuHuiTi/皿.png,pic/kaiti/皿.png,pic/hanyi_senty_wen/皿.png"
凹,2 5 2 5 1,260,051F9,"pic/noto_serif/凹.png,pic/source_han_sans/凹.png,pic/AlibabaPuHuiTi/凹.png,pic/kaiti/凹.png,pic/hanyi_senty_wen/凹.png"
囚,2 5 3 4 1,261,056DA,"pic/noto_serif/囚.png,pic/source_han_sans/囚.png,pic/AlibabaPuHuiTi/囚.png,pic/kaiti/囚.png,pic/hanyi_senty_wen/囚.png"
四,2 5 3 5 1,262,056DB,"pic/noto_serif/四.png,pic/source_han_sans/四.png,pic/AlibabaPuHuiTi/四.png,pic/kaiti/四.png,pic/hanyi_senty_wen/四.png"
生,3 1 1 2 1,263,0751F,"pic/noto_serif/生.png,pic/source_han_sans/生.png,pic/AlibabaPuHuiTi/生.png,pic/kaiti/生.png,pic/hanyi_senty_wen/生.png"
矢,3 1 1 3 4,264,077E2,"pic/noto_serif/矢.png,pic/source_han_sans/矢.png,pic/AlibabaPuHuiTi/矢.png,pic/kaiti/矢.png,pic/hanyi_senty_wen/矢.png"
失,3 1 1 3 4,265,05931,"pic/noto_serif/失.png,pic/source_han_sans/失.png,pic/AlibabaPuHuiTi/失.png,pic/kaiti/失.png,pic/hanyi_senty_wen/失.png"
乍,3 1 2 1 1,266,04E4D,"pic/noto_serif/乍.png,pic/source_han_sans/乍.png,pic/AlibabaPuHuiTi/乍.png,pic/kaiti/乍.png,pic/hanyi_senty_wen/乍.png"
禾,3 1 2 3 4,267,079BE,"pic/noto_serif/禾.png,pic/source_han_sans/禾.png,pic/AlibabaPuHuiTi/禾.png,pic/kaiti/禾.png,pic/hanyi_senty_wen/禾.png"
丘,3 2 1 2 1,268,04E18,"pic/noto_serif/丘.png,pic/source_han_sans/丘.png,pic/AlibabaPuHuiTi/丘.png,pic/kaiti/丘.png,pic/hanyi_senty_wen/丘.png"
付,3 2 1 2 4,269,04ED8,"pic/noto_serif/付.png,pic/source_han_sans/付.png,pic/AlibabaPuHuiTi/付.png,pic/kaiti/付.png,pic/hanyi_senty_wen/付.png"
仗,3 2 1 3 4,270,04ED7,"pic/noto_serif/仗.png,pic/source_han_sans/仗.png,pic/AlibabaPuHuiTi/仗.png,pic/kaiti/仗.png,pic/hanyi_senty_wen/仗.png"
代,3 2 1 5 4,271,04EE3,"pic/noto_serif/代.png,pic/source_han_sans/代.png,pic/AlibabaPuHuiTi/代.png,pic/kaiti/代.png,pic/hanyi_senty_wen/代.png"
仙,3 2 2 5 2,272,04ED9,"pic/noto_serif/仙.png,pic/source_han_sans/仙.png,pic/AlibabaPuHuiTi/仙.png,pic/kaiti/仙.png,pic/hanyi_senty_wen/仙.png"
们,3 2 4 2 5,273,04EEC,"pic/noto_serif/们.png,pic/source_han_sans/们.png,pic/AlibabaPuHuiTi/们.png,pic/kaiti/们.png,pic/hanyi_senty_wen/们.png"
仪,3 2 4 3 4,274,04EEA,"pic/noto_serif/仪.png,pic/source_han_sans/仪.png,pic/AlibabaPuHuiTi/仪.png,pic/kaiti/仪.png,pic/hanyi_senty_wen/仪.png"
白,3 2 5 1 1,275,0767D,"pic/noto_serif/白.png,pic/source_han_sans/白.png,pic/AlibabaPuHuiTi/白.png,pic/kaiti/白.png,pic/hanyi_senty_wen/白.png"
仔,3 2 5 2 1,276,04ED4,"pic/noto_serif/仔.png,pic/source_han_sans/仔.png,pic/AlibabaPuHuiTi/仔.png,pic/kaiti/仔.png,pic/hanyi_senty_wen/仔.png"
他,3 2 5 2 5,277,04ED6,"pic/noto_serif/他.png,pic/source_han_sans/他.png,pic/AlibabaPuHuiTi/他.png,pic/kaiti/他.png,pic/hanyi_senty_wen/他.png"
斥,3 3 1 2 4,278,065A5,"pic/noto_serif/斥.png,pic/source_han_sans/斥.png,pic/AlibabaPuHuiTi/斥.png,pic/kaiti/斥.png,pic/hanyi_senty_wen/斥.png"
瓜,3 3 5 4 4,279,074DC,"pic/noto_serif/瓜.png,pic/source_han_sans/瓜.png,pic/AlibabaPuHuiTi/瓜.png,pic/kaiti/瓜.png,pic/hanyi_senty_wen/瓜.png"
乎,3 4 3 1 2,280,04E4E,"pic/noto_serif/乎.png,pic/source_han_sans/乎.png,pic/AlibabaPuHuiTi/乎.png,pic/kaiti/乎.png,pic/hanyi_senty_wen/乎.png"
丛,3 4 3 4 1,281,04E1B,"pic/noto_serif/丛.png,pic/source_han_sans/丛.png,pic/AlibabaPuHuiTi/丛.png,pic/kaiti/丛.png,pic/hanyi_senty_wen/丛.png"
令,3 4 4 5 4,282,04EE4,"pic/noto_serif/令.png,pic/source_han_sans/令.png,pic/AlibabaPuHuiTi/令.png,pic/kaiti/令.png,pic/hanyi_senty_wen/令.png"
用,3 5 1 1 2,283,07528,"pic/noto_serif/用.png,pic/source_han_sans/用.png,pic/AlibabaPuHuiTi/用.png,pic/kaiti/用.png,pic/hanyi_senty_wen/用.png"
甩,3 5 1 1 5,284,07529,"pic/noto_serif/甩.png,pic/source_han_sans/甩.png,pic/AlibabaPuHuiTi/甩.png,pic/kaiti/甩.png,pic/hanyi_senty_wen/甩.png"
